Gender,Class year,What type of financial aid do you receive from Brown?,Are you currently on a varsity sports team?,How would you describe your sexual orientation?,Race/ethnicity (check all that apply),Concentration area(s),"Are you a legacy student (i.e. you have a parent, grandparent or sibling who attended Brown)?",Do you identify as a first-generation college student?,Were you a domestic or international applicant when you applied to Brown?,"Are you involved with a Greek life organization? (sorority of fraternity, NOT program housing) ",Do you live on or off campus?,Do you approve or disapprove of the way Christina Paxson is handling her job as the president of the University?,Do you approve or disapprove of the way the Undergraduate Council of Students is handling its job?,How satisfied are you with the available meal plan options?,"If the 2020 Democratic primary were held today, which candidate would you vote for?","Taking all things together, how happy would you say you are?",What do you think is the most important issue facing this country today?,How safe do you feel outside on campus after dark?,How safe do you feel outside in areas surrounding campus after dark? (incl. Thayer Street) ,How satisfied are you with your current housing situation?,How often do you use an E-cigarette (e.g. JUUL)?,What type of romantic or sexual relationship are you in right now?,What type of romantic or sexual relationship do you want right now?
Female,First-year,None,No,Heterosexual,Asian,"Humanities/arts, Business (BEO or econ)",No,Yes,International,No,On campus,No opinion,No opinion,Very dissatisfied,Elizabeth Warren,Very happy,Current government leadership,Somewhat unsafe,Very unsafe,Somewhat satisfied,Never,Not in any kind of relationship,Do not know
Male,Sophomore,None,No,Heterosexual,Asian,"Physical sciences (incl. math, CS)",No,No,International,No,On campus,Somewhat approve,Somewhat approve,Very dissatisfied,I am ineligible to vote,Somewhat happy,Environment/Climate change,Very safe,Very safe,Very satisfied,Never,Not in any kind of relationship,Exclusive relationship with one other person
Female,Sophomore,"Grants, covering some costs",No,Heterosexual,White,"Physical sciences (incl. math, CS)",No,No,Domestic,No,On campus,Somewhat approve,No opinion,Somewhat dissatisfied,Andrew Yang,Somewhat happy,Gun control,Somewhat safe,Very unsafe,Very satisfied,Never,Exclusive relationship with one other person,Exclusive relationship with one other person
Female,Junior,"Grants, covering some costs",No,Heterosexual,"White, Black","Life sciences, Physical sciences (incl. math, CS)",Yes,No,Domestic,No,On campus,Somewhat disapprove,Strongly approve,Somewhat dissatisfied,Elizabeth Warren,Very happy,Environment/Climate change,Very safe,Somewhat safe,Very satisfied,Never,Not in any kind of relationship,Not in any kind of relationship
Female,First-year,None,No,Heterosexual,Asian,"Humanities/arts, Social sciences (not incl. BEO or econ)",No,No,Domestic,No,On campus,No opinion,No opinion,Somewhat satisfied,I am unsure,Somewhat happy,Gun control,Somewhat safe,Somewhat safe,Somewhat satisfied,Never,Not in any kind of relationship,Casual hook-ups with multiple people
Male,Senior,"Grants, covering all costs",No,Heterosexual,Asian,Life sciences,No,No,Domestic,No,Off campus,No opinion,No opinion,Very dissatisfied,Elizabeth Warren,Very happy,Environment/Climate change,Somewhat safe,Very safe,Very satisfied,Once or twice a month,Not in any kind of relationship,Do not know
Female,First-year,None,No,Heterosexual,Asian,"Physical sciences (incl. math, CS)",Yes,No,International,No,On campus,Strongly approve,Somewhat approve,Somewhat dissatisfied,Andrew Yang,Very happy,Gun control,Somewhat unsafe,Very unsafe,Very satisfied,Never,Not in any kind of relationship,Exclusive relationship with one other person
Male,First-year,None,No,Heterosexual,Asian,"Physical sciences (incl. math, CS), Business (BEO or econ)",No,No,Domestic,No,On campus,No opinion,No opinion,Somewhat satisfied,Pete Buttigieg,Very happy,Healthcare,Very safe,Very safe,Somewhat satisfied,Never,Not in any kind of relationship,Do not know
Female,First-year,None,No,Bisexual,White,Humanities/arts,No,No,Domestic,No,On campus,No opinion,No opinion,Somewhat dissatisfied,Bernie Sanders,Very happy,Environment/Climate change,Very safe,Somewhat safe,Very satisfied,Never,Not in any kind of relationship,Exclusive relationship with multiple people
Female,Junior,"Grants, covering some costs",No,Bisexual,White,Life sciences,No,No,Domestic,No,On campus,Somewhat approve,Somewhat approve,Very dissatisfied,I am unsure,Not at all happy,Current government leadership,Somewhat safe,Somewhat safe,Somewhat satisfied,Never,Exclusive relationship with one other person,Exclusive relationship with one other person
Female,Senior,"Grants, covering some costs",No,Gay,Black,Social sciences (not incl. BEO or econ),No,Yes,Domestic,Yes,On campus,Strongly disapprove,Somewhat approve,Somewhat satisfied,Bernie Sanders,Somewhat happy,Environment/Climate change,Very safe,Somewhat safe,Very satisfied,Never,Not in any kind of relationship,Consistent hook-ups with one other person
Male,First-year,None,No,Heterosexual,Asian,"Physical sciences (incl. math, CS)",Yes,No,International,No,On campus,No opinion,No opinion,Somewhat dissatisfied,Andrew Yang,Somewhat happy,Current government leadership,Very safe,Very safe,Somewhat satisfied,Never,Not in any kind of relationship,Not in any kind of relationship
Female,First-year,"Grants, covering some costs",No,Heterosexual,Asian,"Physical sciences (incl. math, CS)",No,No,Domestic,No,On campus,No opinion,Somewhat approve,Somewhat dissatisfied,I am unsure,Somewhat happy,Gun control,Somewhat safe,Somewhat unsafe,Somewhat satisfied,Never,Not in any kind of relationship,Exclusive relationship with one other person
Female,Senior,"Grants, covering all costs",No,Heterosexual,"White, Asian","Physical sciences (incl. math, CS)",No,No,Domestic,No,Off campus,No opinion,No opinion,Very dissatisfied,Bernie Sanders,Very happy,Environment/Climate change,Very safe,Somewhat unsafe,Very satisfied,Never,Exclusive relationship with one other person,Exclusive relationship with one other person
Female,Sophomore,None,No,Bisexual,"White, Asian, Other",Social sciences (not incl. BEO or econ),Yes,No,Domestic,No,On campus,Somewhat disapprove,No opinion,Somewhat dissatisfied,Elizabeth Warren,Somewhat happy,Environment/Climate change,Somewhat safe,Somewhat safe,Somewhat satisfied,Never,Exclusive relationship with one other person,Exclusive relationship with one other person
Male,First-year,None,No,Heterosexual,Asian,"Humanities/arts, Physical sciences (incl. math, CS)",No,No,Domestic,No,On campus,No opinion,Somewhat approve,Somewhat dissatisfied,Joe Biden,Very happy,Healthcare,Very safe,Very safe,Somewhat satisfied,Never,Not in any kind of relationship,Exclusive relationship with one other person
Male,Senior,"Grants, covering some costs",Yes,Heterosexual,Other,Business (BEO or econ),No,No,Domestic,No,Off campus,Somewhat disapprove,No opinion,Somewhat satisfied,Andrew Yang,Very happy,National debt,Very safe,Very safe,Very satisfied,Two to three times a week,Exclusive relationship with one other person,Exclusive relationship with one other person
Female,Sophomore,"Grants, covering some costs",No,Other,Black,"Physical sciences (incl. math, CS)",No,Yes,Domestic,No,On campus,No opinion,No opinion,Somewhat satisfied,Elizabeth Warren,Very happy,Poverty/Homelessness,No opinion,Somewhat safe,Very satisfied,Never,Not in any kind of relationship,Exclusive relationship with one other person
Female,First-year,"Grants, covering all costs",No,Bisexual,Black,"Humanities/arts, Physical sciences (incl. math, CS)",No,No,Domestic,No,On campus,No opinion,No opinion,Unsure,Bernie Sanders,Somewhat happy,Environment/Climate change,Somewhat unsafe,Very unsafe,Somewhat unsatisfied,Never,Not in any kind of relationship,Exclusive relationship with one other person
Female,Sophomore,None,No,Heterosexual,Asian,"Humanities/arts, Physical sciences (incl. math, CS), Business (BEO or econ)",No,No,Domestic,No,On campus,Somewhat disapprove,Somewhat disapprove,Very dissatisfied,Andrew Yang,Somewhat happy,Environment/Climate change,Very safe,Somewhat safe,Very satisfied,Never,Not in any kind of relationship,Exclusive relationship with one other person
Male,First-year,"Grants, covering some costs",No,Heterosexual,Asian,"Physical sciences (incl. math, CS)",No,No,Domestic,No,On campus,No opinion,No opinion,Somewhat dissatisfied,Andrew Yang,Very happy,Environment/Climate change,Very safe,Somewhat safe,Somewhat satisfied,Never,Not in any kind of relationship,Exclusive relationship with one other person
Female,First-year,None,No,Heterosexual,"White, Asian",Life sciences,No,No,Domestic,No,On campus,Somewhat approve,Somewhat approve,Very dissatisfied,Wayne Messam,Somewhat happy,Other,Very safe,Somewhat safe,Somewhat satisfied,Never,Not in any kind of relationship,Exclusive relationship with one other person
Male,First-year,"Grants, covering some costs",No,Gay,White,Life sciences,No,Yes,Domestic,No,On campus,No opinion,No opinion,Somewhat satisfied,Elizabeth Warren,Not very happy,Healthcare,Somewhat safe,Somewhat safe,Somewhat satisfied,Never,Exclusive relationship with one other person,Exclusive relationship with one other person
Female,First-year,None,No,Heterosexual,Asian,"Humanities/arts, Social sciences (not incl. BEO or econ)",No,No,International,No,On campus,Somewhat approve,Strongly approve,Somewhat satisfied,Elizabeth Warren,Very happy,Poverty/Homelessness,Somewhat safe,Somewhat unsafe,Somewhat satisfied,Never,Not in any kind of relationship,Exclusive relationship with one other person
Female,Junior,"Grants, covering all costs",No,Heterosexual,Black,"Business (BEO or econ), Social sciences (not incl. BEO or econ)",No,Yes,International,No,On campus,Somewhat disapprove,Somewhat approve,Somewhat satisfied,I am ineligible to vote,Somewhat happy,Gap between rich and poor,Somewhat safe,Very unsafe,Very satisfied,Never,Not in any kind of relationship,Exclusive relationship with one other person
Female,Junior,None,No,Heterosexual,"White, Hispanic","Life sciences, Social sciences (not incl. BEO or econ)",No,No,International,Yes,On campus,Somewhat approve,No opinion,Somewhat dissatisfied,I am ineligible to vote,Somewhat happy,Environment/Climate change,Somewhat unsafe,Somewhat unsafe,Somewhat satisfied,Never,Not in any kind of relationship,Exclusive relationship with one other person
Female,Sophomore,None,No,Heterosexual,Other,Business (BEO or econ),No,No,Domestic,No,On campus,No opinion,Somewhat approve,Somewhat satisfied,Andrew Yang,Somewhat happy,Gun control,Very safe,Somewhat safe,Very satisfied,Never,Not in any kind of relationship,Do not know
Female,Sophomore,None,No,Heterosexual,White,Business (BEO or econ),Yes,No,Domestic,No,On campus,No opinion,No opinion,Very dissatisfied,Joe Biden,Somewhat happy,Gun control,Somewhat safe,Somewhat unsafe,Very unsatisfied,Two to three times a week,Not in any kind of relationship,Do not know
Female,Sophomore,"Grants, covering some costs",No,Gay,Asian,"Humanities/arts, Life sciences",No,No,Domestic,No,On campus,Somewhat approve,No opinion,Very dissatisfied,Pete Buttigieg,Somewhat happy,Gap between rich and poor,Somewhat safe,Somewhat unsafe,Somewhat satisfied,Never,Not in any kind of relationship,Not in any kind of relationship
Female,Junior,"Grants, covering all costs",No,Heterosexual,"White, Other",Business (BEO or econ),No,Yes,International,No,On campus,Strongly disapprove,Somewhat approve,Somewhat dissatisfied,Bernie Sanders,Somewhat happy,Gun control,Very safe,Somewhat safe,Somewhat satisfied,Never,Not in any kind of relationship,Exclusive relationship with one other person
Female,Junior,None,Yes,Gay,"White, Asian",Social sciences (not incl. BEO or econ),No,No,Domestic,Yes,On campus,No opinion,No opinion,Very dissatisfied,I am unsure,Don't know,Environment/Climate change,Somewhat safe,Somewhat safe,No opinion,Never,Exclusive relationship with one other person,Exclusive relationship with one other person
Female,Sophomore,"Grants, covering all costs",No,Heterosexual,Black,"Humanities/arts, Physical sciences (incl. math, CS)",No,No,Domestic,No,On campus,Somewhat disapprove,Somewhat approve,Very dissatisfied,Bernie Sanders,Very happy,Environment/Climate change,Somewhat safe,Somewhat unsafe,Somewhat unsatisfied,Never,Not in any kind of relationship,Not in any kind of relationship
Male,Sophomore,"Grants, covering some costs",No,Gay,White,"Physical sciences (incl. math, CS)",No,No,Domestic,Yes,On campus,Somewhat disapprove,No opinion,Very dissatisfied,Pete Buttigieg,Somewhat happy,Current government leadership,Very safe,Very safe,Very satisfied,Never,Casual hook-ups with multiple people,Exclusive relationship with one other person
Male,Senior,None,No,Bisexual,White,"Humanities/arts, Life sciences, Physical sciences (incl. math, CS)",No,No,Domestic,Yes,Off campus,Somewhat approve,Somewhat approve,Somewhat satisfied,Elizabeth Warren,Very happy,Environment/Climate change,Very safe,Somewhat safe,Very satisfied,Once or twice a month,Other,Other
Female,Senior,None,No,Bisexual,White,Life sciences,Yes,No,Domestic,No,Off campus,Strongly disapprove,No opinion,Very dissatisfied,Kamala Harris,Not very happy,Race relations/Racism,Very safe,Somewhat safe,Very satisfied,Never,Exclusive relationship with one other person,Do not know
Female,First-year,None,No,Heterosexual,Asian,"Life sciences, Business (BEO or econ)",Yes,No,Domestic,No,On campus,No opinion,No opinion,Somewhat dissatisfied,I am unsure,Somewhat happy,Environment/Climate change,Somewhat safe,Somewhat safe,Very satisfied,Never,Not in any kind of relationship,Do not know
Female,Junior,None,No,Heterosexual,Asian,"Physical sciences (incl. math, CS)",No,No,International,No,On campus,No opinion,No opinion,Somewhat dissatisfied,I am ineligible to vote,Somewhat happy,Gun control,Somewhat safe,Somewhat safe,Somewhat satisfied,Never,Not in any kind of relationship,Exclusive relationship with one other person
Female,Junior,None,No,Heterosexual,White,"Physical sciences (incl. math, CS)",No,No,Domestic,No,On campus,Somewhat approve,Somewhat approve,Somewhat dissatisfied,Kamala Harris,Somewhat happy,Environment/Climate change,Somewhat safe,Somewhat safe,Very unsatisfied,Never,Not in any kind of relationship,Exclusive relationship with one other person
Female,First-year,None,Yes,Heterosexual,"White, Black",Social sciences (not incl. BEO or econ),No,No,Domestic,No,On campus,No opinion,No opinion,Somewhat satisfied,Andrew Yang,Somewhat happy,Gap between rich and poor,Somewhat safe,Somewhat safe,Somewhat satisfied,Two to three times a week,Not in any kind of relationship,Exclusive relationship with one other person
Female,First-year,None,No,Heterosexual,Asian,"Humanities/arts, Physical sciences (incl. math, CS)",No,No,International,No,On campus,Somewhat approve,Somewhat approve,Somewhat satisfied,I am ineligible to vote,Somewhat happy,Environment/Climate change,Somewhat safe,Somewhat safe,Somewhat satisfied,Never,Not in any kind of relationship,Exclusive relationship with one other person
Female,Sophomore,None,No,Heterosexual,Asian,"Humanities/arts, Physical sciences (incl. math, CS)",No,No,International,Yes,On campus,Somewhat approve,Somewhat approve,Somewhat dissatisfied,I am ineligible to vote,Somewhat happy,Current government leadership,Somewhat unsafe,Somewhat unsafe,Somewhat satisfied,Once or twice a month,Not in any kind of relationship,Not in any kind of relationship
Female,First-year,"Grants, covering all costs",No,Heterosexual,Native Hawaiian/Pacific Islander,"Physical sciences (incl. math, CS)",No,Yes,Domestic,No,On campus,No opinion,No opinion,Somewhat satisfied,I am unsure,Not very happy,Healthcare,Somewhat safe,Somewhat unsafe,Very satisfied,Never,Exclusive relationship with one other person,Do not know
Male,First-year,None,Yes,Heterosexual,White,"Physical sciences (incl. math, CS)",No,No,International,No,On campus,Somewhat approve,Somewhat approve,Somewhat satisfied,I am ineligible to vote,Somewhat happy,Gap between rich and poor,Very safe,Very safe,Somewhat satisfied,Never,Casual hook-ups with multiple people,Casual hook-ups with multiple people
Female,First-year,None,No,Heterosexual,White,"Physical sciences (incl. math, CS), Business (BEO or econ), Social sciences (not incl. BEO or econ)",No,No,Domestic,No,On campus,Strongly approve,Strongly approve,Somewhat satisfied,Pete Buttigieg,Somewhat happy,Healthcare,Very safe,Very safe,Somewhat unsatisfied,Never,Casual hook-ups with multiple people,Consistent hook-ups with one other person
